24 1.47093 4.90617 2.66613 0.82811 3.45965 0.368527 1.47093 0.368527 4.90617 2.66613 0.82811 3.45965 0.368527 0.368527 1.47093 4.90617 2.66613 0.82811 3.45965 0.368527 1.47093 0.368527 4.90617 2.66613 0.82811 3.45965 0.368527 0.368527 
25 1.82481 6.03418e-15 4.73792e-15 1.32968e-14 4.93925e-15 0.364917 1.82481 0.364917 5.13013e-15 7.25244e-15 8.07816e-15 8.74863e-15 0.364917 0.364917 1.82481 2.24683e-15 3.98947e-15 9.4266e-15 9.93452e-15 0.364917 1.82481 0.364917 3.96526e-15 4.45404e-15 1.12136e-14 4.97762e-15 0.364917 0.364917 
26 2.67818 0.835875 2.15106 4.07391 2.8263 1.84813 2.67818 1.84813 0.835875 2.15106 4.07391 2.8263 1.84813 1.84813 2.67818 0.835875 2.15106 4.07391 2.8263 1.84813 2.67818 1.84813 0.835875 2.15106 4.07391 2.8263 1.84813 1.84813 
27 1.67992 1.15461e-15 4.09698e-15 4.3555e-15 5.73112e-15 1.61171 1.67992 1.61171 5.28006e-15 3.21756e-15 1.31584e-14 1.49657e-14 1.61171 1.61171 1.67992 3.53369e-15 9.2498e-15 1.32685e-14 1.2381e-14 1.61171 1.67992 1.61171 1.4571e-15 7.47772e-15 1.74496e-15 5.6798e-15 1.61171 1.61171 
28 3.00631 1.21649 2.19772 1.58386 0.98058 1.75319 3.00631 1.75319 1.21649 2.19772 1.58386 0.98058 1.75319 1.75319 3.00631 1.21649 2.19772 1.58386 0.98058 1.75319 3.00631 1.75319 1.21649 2.19772 1.58386 0.98058 1.75319 1.75319 
29 2.45809 2.76053e-15 3.8101e-15 4.16061e-15 9.78522e-15 0.477167 2.45809 0.477167 2.16403e-15 5.11193e-15 5.94028e-15 3.42714e-15 0.477167 0.477167 2.45809 3.40391e-15 3.29798e-15 4.47627e-15 6.16919e-15 0.477167 2.45809 0.477167 4.99292e-15 8.42914e-15 1.00958e-15 4.77812e-15 0.477167 0.477167 
30 5.28813 2.85519 3.57285 5.63653 3.39445 4.86538 5.28813 4.86538 2.85519 3.57285 5.63653 3.39445 4.86538 4.86538 5.28813 2.85519 3.57285 5.63653 3.39445 4.86538 5.28813 4.86538 2.85519 3.57285 5.63653 3.39445 4.86538 4.86538 
31 2.73405 3.15612e-15 1.52687e-15 4.39129e-15 4.27292e-15 2.87535 2.73405 2.87535 4.71958e-15 5.03615e-15 9.24827e-16 5.61822e-15 2.87535 2.87535 2.73405 3.34809e-15 5.58605e-15 3.29331e-15 9.1348e-15 2.87535 2.73405 2.87535 2.27663e-15 3.88878e-15 9.54047e-16 3.64201e-15 2.87535 2.87535 
32 3.59495 1.76626 2.91476 1.29199 4.2717 1.42378 3.59495 1.42378 1.76626 2.91476 1.29199 4.2717 1.42378 1.42378 3.59495 1.76626 2.91476 1.29199 4.2717 1.42378 3.59495 1.42378 1.76626 2.91476 1.29199 4.2717 1.42378 1.42378 
33 3.26379 2.61846e-15 2.22824e-15 3.1037e-15 1.29688e-15 1.64811 3.26379 1.64811 4.56354e-15 2.26552e-15 3.47158e-15 5.26173e-15 1.64811 1.64811 3.26379 4.55767e-15 2.87824e-15 2.33085e-15 5.02963e-15 1.64811 3.26379 1.64811 2.53368e-15 1.69108e-15 4.25711e-15 1.52057e-15 1.64811 1.64811 
34 4.21844 1.53188 3.37424 1.15684 1.38887 0.123827 4.21844 0.123827 1.53188 3.37424 1.15684 1.38887 0.123827 0.123827 4.21844 1.53188 3.37424 1.15684 1.38887 0.123827 4.21844 0.123827 1.53188 3.37424 1.15684 1.38887 0.123827 0.123827 
35 3.81982 1.75542e-16 1.47523e-15 3.35983e-15 2.44483e-15 2.16121 3.81982 2.16121 1.08294e-15 2.49862e-15 8.81584e-15 2.81774e-15 2.16121 2.16121 3.81982 1.16706e-15 1.42049e-15 6.73725e-15 4.24734e-15 2.16121 3.81982 2.16121 1.61365e-15 1.74535e-15 2.91714e-15 1.49468e-16 2.16121 2.16121 
36 5.98305 4.92215 3.2523 2.58798 4.05867 2.71311 5.98305 2.71311 4.92215 3.2523 2.58798 4.05867 2.71311 2.71311 5.98305 4.92215 3.2523 2.58798 4.05867 2.71311 5.98305 2.71311 4.92215 3.2523 2.58798 4.05867 2.71311 2.71311 
37 2.31313 2.16012e-15 5.54591e-16 2.18219e-15 1.06354e-15 0.552442 2.31313 0.552442 2.33017e-15 3.17204e-15 1.59564e-15 8.47e-16 0.552442 0.552442 2.31313 1.19864e-15 2.98937e-15 2.09772e-15 1.96407e-15 0.552442 2.31313 0.552442 1.94368e-15 1.29506e-15 1.97947e-15 1.16209e-15 0.552442 0.552442 
38 2.79402 2.14012 0.332983 1.94259 2.08113 1.77809 2.79402 1.77809 2.14012 0.332983 1.94259 2.08113 1.77809 1.77809 2.79402 2.14012 0.332983 1.94259 2.08113 1.77809 2.79402 1.77809 2.14012 0.332983 1.94259 2.08113 1.77809 1.77809 
39 1.03052 9.77769e-16 8.06824e-16 1.24296e-15 4.85893e-16 1.07809 1.03052 1.07809 1.43843e-15 1.54552e-15 7.29286e-16 1.12402e-15 1.07809 1.07809 1.03052 1.63464e-15 1.66021e-15 3.39859e-16 5.33192e-16 1.07809 1.03052 1.07809 6.62074e-16 8.9703e-16 1.9004e-15 8.01345e-16 1.07809 1.07809 
40 2.32027 2.14104 2.96334 2.94633 1.30487 3.85985 2.32027 3.85985 2.14104 2.96334 2.94633 1.30487 3.85985 3.85985 2.32027 2.14104 2.96334 2.94633 1.30487 3.85985 2.32027 3.85985 2.14104 2.96334 2.94633 1.30487 3.85985 3.85985 
